incident_id,incident_datetime,borough,dispatch_area,zipcode,travel_seconds,response_seconds,start_lat,start_lon,dest_lat,dest_lon,depot_id,depot_name,depot_layer,start_source,start_mode,crow_flies_km,prefer_borough,initial_call_type,final_call_type,alarm_box_borough,alarm_box_number,alarm_box_location,dispatch_wait_seconds,valid_incident_rspns_time_indc,engines_assigned_quantity,ladders_assigned_quantity,other_units_assigned_quantity,highest_alarm_level,borough_norm,dispatch_borough,modzcta
260630-Q3007-002-0786,2026-06-30T21:47:35.000,QUEENS,3007,11377,202.0,233.0,40.74573086,-73.90211693,40.748086356591244,-73.90536545614626,688,CSL ROOSEVELT AVE & 62 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.37880276403187924,QUEENS,Demolition Debris or Rubbish Fire,NonStructural Fires,QUEENS,3007,LAUREL HILL BLVD S & 48 ST,31,Y,3.0,3.0,2.0,First Alarm,QUEENS,,11377
260630-Q7728-001-0787,2026-06-30T21:47:31.000,QUEENS,7728,11369,662.0,717.0,40.762427,-73.869022,40.77103272571251,-73.87241597334116,158,Engine 316,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.9986890995306079,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,7728,29 AVE & ERICKSON ST,54,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11369
260630-M0479-001-1417,2026-06-30T21:46:38.000,MANHATTAN,479,10003,398.0,405.0,40.73199633,-73.99021191,40.73119810373629,-73.99107143819182,337,CSL 4 AVE & E 11 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.1145574451553363,MANHATTAN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,MANHATTAN,479,PARK AVE S & E 16 ST,6,Y,1.0,0.0,0.0,First Alarm,MANHATTAN,,10003
260630-B0787-001-0953,2026-06-30T21:46:33.000,BROOKLYN,787,11221,154.0,185.0,40.6942806,-73.92673532,40.69252111192363,-73.92555278351443,361,CSL BUSHWICK AVE & STANHOPE ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.21958417472707029,BROOKLYN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,BROOKLYN,787,STUYVESANT AVE & LAFAYETTE AVE,30,Y,3.0,2.0,1.0,First Alarm,BROOKLYN,,11221
260630-X2141-001-1011,2026-06-30T21:46:04.000,BRONX,2141,10454,250.0,270.0,40.805819,-73.915834,40.80542361982092,-73.91600164341598,53,Engine 83/Ladder 29,fdny_firehouse,nearest_firehouse_in_bronx,hybrid_static,0.04617304190061299,BRONX,Medical - Breathing / Ill or Sick,Medical Emergencies,BRONX,2141,BROOK AVE & E 137 ST,19,Y,1.0,0.0,0.0,First Alarm,BRONX,,10454
260630-X3580-001-1010,2026-06-30T21:45:37.000,BRONX,3580,10467,361.0,395.0,40.87836638,-73.85892378,40.88278350178068,-73.8630654141429,237,CSL BRONXWOOD AVE & E 214 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.6020622966736452,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,BRONX,3580,DE KALB AVE & E GUN HILL RD,34,Y,0.0,1.0,0.0,First Alarm,BRONX,,10467
260630-X3185-002-1009,2026-06-30T21:45:12.000,BRONX,3185,10453,319.0,328.0,40.8494181,-73.91112232,40.85260992626471,-73.91321825605405,289,CSL JEROME AVE & MOUNT HOPE PL,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.3962851555993346,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BRONX,3185,GRAND AVE & W 182 ST,8,Y,1.0,0.0,0.0,First Alarm,BRONX,,10453
260630-Q4863-003-0784,2026-06-30T21:45:02.000,QUEENS,4863,11356,205.0,233.0,40.784923,-73.848081,40.784197531639705,-73.84250938661845,166,Engine 297/Ladder 130,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.47597969953534136,QUEENS,Utility Emergency - Water,NonMedical Emergencies,QUEENS,4863,20 AVE & 121 ST,27,Y,1.0,1.0,1.0,First Alarm,QUEENS,,11356
260630-X3523-002-1003,2026-06-30T21:42:50.000,BRONX,3523,10458,478.0,512.0,40.86836792,-73.88980523,40.86461650805717,-73.88972537988687,255,CSL BRIGGS AVE & E 197 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.4171920136565026,BRONX,Elevator Emergency - Unoccupied,NonMedical Emergencies,BRONX,3523,VALENTINE AVE & E 201 ST,34,Y,0.0,1.0,0.0,First Alarm,BRONX,,10458
260630-Q8560-001-0779,2026-06-30T21:41:14.000,QUEENS,8560,11421,206.0,236.0,40.69004699,-73.8616573,40.69298474055938,-73.85721954025291,692,CSL 88 AVE & 80 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.4966888360878469,QUEENS,Assist Civilian - Non-Medical,NonMedical Emergencies,QUEENS,8560,91 AVE & 89 ST,30,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11421
260630-M0052-001-1406,2026-06-30T21:38:09.000,MANHATTAN,52,10006,372.0,397.0,40.709819,-74.012608,40.70976149704822,-74.01246400936128,43,Engine 10/Ladder 10,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.013718011047010106,MANHATTAN,Undefined Emergency,NonMedical Emergencies,MANHATTAN,52,WASHINGTON ST & CEDAR ST,24,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10006
260630-B2571-003-0950,2026-06-30T21:37:05.000,BROOKLYN,2571,11219,259.0,281.0,40.63075638,-74.00014289,40.63343197458116,-73.99536675242251,579,CSL 12 AVE & 59 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5009555480139296,BROOKLYN,Manhole Fire - Other,NonStructural Fires,BROOKLYN,2571,14 AVE & 43 ST,22,Y,3.0,2.0,1.0,First Alarm,BROOKLYN,,11219
260630-M1683-005-1403,2026-06-30T21:36:14.000,MANHATTAN,1683,10032,509.0,544.0,40.83790887,-73.93834307,40.83976482326059,-73.94173123284911,558,CSL AMSTERDAM AVE & W 165 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.3518959920523762,MANHATTAN,Elevator Emergency - Occupied,NonMedical Emergencies,MANHATTAN,1683,RIVERSIDE DR & W 160 ST,34,Y,0.0,1.0,0.0,First Alarm,MANHATTAN,,10032
260630-X2962-003-0999,2026-06-30T21:32:14.000,BRONX,2962,10453,266.0,320.0,40.8494181,-73.91112232,40.85260992626471,-73.91321825605405,289,CSL JEROME AVE & MOUNT HOPE PL,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.3962851555993346,BRONX,Alarm System - Unnecessary,NonMedical Emergencies,BRONX,2962,ANDREWS AVE & W 176 ST,53,Y,1.0,1.0,1.0,First Alarm,BRONX,,10453
260630-M0376-004-1395,2026-06-30T21:30:11.000,MANHATTAN,376,10014,186.0,224.0,40.734518,-74.000381,40.733550515782966,-74.00518166140297,11,Squad 18,fdny_firehouse,nearest_firehouse_in_manhattan,hybrid_static,0.41855379691268263,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,MANHATTAN,376,HUDSON ST & MORTON ST,37,Y,2.0,2.0,2.0,First Alarm,MANHATTAN,,10014
260630-B1407-002-0938,2026-06-30T21:29:18.000,BROOKLYN,1407,11232,268.0,302.0,40.651814,-74.005327,40.65719107451709,-74.00628599086636,88,Engine 228,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.60335155340074,BROOKLYN,Medical - Serious Life Threatening,Medical Emergencies,BROOKLYN,1407,1 AVE & 43 ST,33,Y,1.0,1.0,0.0,First Alarm,BROOKLYN,,11232
260630-B1000-004-0935,2026-06-30T21:28:55.000,BROOKLYN,1000,11225,307.0,314.0,40.66253364,-73.94791393,40.663270614831106,-73.95060087631475,564,CSL NEW YORK AVE & LEFFERTS AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.2409979757740989,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,1000,BROOKLYN & E NEW YORK AVES,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11225
260630-Q2064-001-0767,2026-06-30T21:28:12.000,QUEENS,2064,11414,357.0,401.0,40.659245,-73.839515,40.65959399780355,-73.84999835643863,191,Engine 331/Ladder 173,fdny_firehouse,nearest_firehouse_in_queens,hybrid_static,0.885143464183772,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,QUEENS,2064,164 AVE & 99 ST,44,Y,3.0,1.0,1.0,First Alarm,QUEENS,,11414
260630-B1914-001-0936,2026-06-30T21:28:04.000,BROOKLYN,1914,11207,387.0,449.0,40.67301661,-73.89716712,40.67164768647864,-73.8931034629108,220,CSL GLENMORE AVE & SHEFFIELD AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.37499492357266767,BROOKLYN,Elevator Emergency - Occupied,NonMedical Emergencies,BROOKLYN,1914,HEGEMAN AVE & JEROME ST,62,Y,0.0,1.0,0.0,First Alarm,BROOKLYN,,11207
260630-B4002-001-0934,2026-06-30T21:27:59.000,BROOKLYN,4002,11239,414.0,427.0,40.65301502,-73.89428989,40.646687328004695,-73.88205993731032,424,CSL WILLIAMS AVE 600' S OF STANLEY AVE,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,1.248843845724156,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,4002,SEAVIEW AVE & ERSKINE ST,12,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11239
260630-B1475-001-0929,2026-06-30T21:26:29.000,BROOKLYN,1475,11232,340.0,351.0,40.651814,-74.005327,40.65719107451709,-74.00628599086636,88,Engine 228,fdny_firehouse,nearest_firehouse_in_brooklyn,hybrid_static,0.60335155340074,BROOKLYN,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BROOKLYN,1475,7 AVE & 43 ST,11,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11232
260630-R0259-001-0210,2026-06-30T21:24:44.000,RICHMOND / STATEN ISLAND,259,10304,145.0,175.0,40.60732,-74.089242,40.60780803745915,-74.08841900067937,211,Division 8/Engine 160/Rescue 5,fdny_firehouse,nearest_firehouse_in_staten_island,hybrid_static,0.0881577979411605,STATEN ISLAND,Private Dwelling Fire,Structural Fires,RICHMOND / STATEN ISLAND,259,WRIGHT ST & THOMPSON ST,30,Y,3.0,2.0,1.0,First Alarm,STATEN ISLAND,,10304
260630-M1771-002-1387,2026-06-30T21:24:01.000,MANHATTAN,1771,10040,261.0,294.0,40.85575444,-73.93165564,40.859099166953456,-73.93154262697482,533,CSL WADSWORTH TERRACE AND 190TH ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.3720380949607217,MANHATTAN,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,MANHATTAN,1771,AUDUBON AVE & W 189 ST,33,Y,1.0,1.0,0.0,First Alarm,MANHATTAN,,10040
260630-X3230-002-0993,2026-06-30T21:21:40.000,BRONX,3230,10462,507.0,545.0,40.84151272,-73.86176167,40.8431649108642,-73.86016672507611,308,CSL E TREMONT AVE & DOGWOOD DR,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.2274909634375671,BRONX,Utility Emergency - Water,NonMedical Emergencies,BRONX,3230,RHINELANDER AVE & BRONXDALE AVE,38,Y,1.0,0.0,0.0,First Alarm,BRONX,,10462
260630-X2507-001-0990,2026-06-30T21:20:18.000,BRONX,2507,10459,441.0,451.0,40.82679445,-73.89191272,40.82565518017367,-73.89260405134473,303,CSL SOUTHERN BLVD & E 167 ST,csl,nearest_synthetic_csl_in_bronx,hybrid_csl,0.1393977411416439,BRONX,Medical - No PT Contact EMS is Onscene,Medical Emergencies,BRONX,2507,BRYANT AVE & ALDUS ST,9,Y,1.0,0.0,0.0,First Alarm,BRONX,,10459
260630-M0703-001-1382,2026-06-30T21:18:56.000,MANHATTAN,703,10016,257.0,296.0,40.7457258,-73.97812128,40.744987329184966,-73.97871230550359,550,CSL 3 AVE & E 34 ST,csl,nearest_synthetic_csl_in_manhattan,hybrid_csl,0.09603009486283898,MANHATTAN,Medical - Breathing / Ill or Sick,Medical Emergencies,MANHATTAN,703,MADISON AVE & E 33 ST,39,Y,1.0,1.0,0.0,First Alarm,MANHATTAN,,10016
260630-Q7468-001-0761,2026-06-30T21:18:53.000,QUEENS,7468,11102,643.0,678.0,40.77360955,-73.92987945,40.77323192139633,-73.92721801488196,572,CSL 27 AVE & 12 ST,csl,nearest_synthetic_csl_in_queens,hybrid_csl,0.22801312277755523,QUEENS,Elevator Emergency - Occupied,NonMedical Emergencies,QUEENS,7468,30 AVE & 33 ST,35,Y,0.0,1.0,0.0,First Alarm,QUEENS,,11102
260630-B2571-001-0926,2026-06-30T21:18:17.000,BROOKLYN,2571,11219,251.0,272.0,40.63075638,-74.00014289,40.63343197458116,-73.99536675242251,579,CSL 12 AVE & 59 ST,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.5009555480139296,BROOKLYN,Manhole Fire - Seeping Smoke,NonStructural Fires,BROOKLYN,2571,14 AVE & 43 ST,21,Y,3.0,1.0,1.0,First Alarm,BROOKLYN,,11219
260630-B1014-001-0925,2026-06-30T21:18:09.000,BROOKLYN,1014,11213,320.0,326.0,40.6725145,-73.93355357,40.67148200907036,-73.93643090377888,459,CSL SCHENECTADY AVE & PARK PL,csl,nearest_synthetic_csl_in_brooklyn,hybrid_csl,0.268451544064999,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,BROOKLYN,1014,TROY AVE & EASTERN PWAY,6,Y,1.0,0.0,0.0,First Alarm,BROOKLYN,,11213
